Track;Album Name;Artist;Release Date;ISRC;All Time Rank;Spotify Streams;Spotify Playlist Count;Spotify Playlist Reach
Never Lose Me (feat. Lil Yachty);Never Lose Me (feat. Lil Yachty);Flo Milli;12/01/23;USRC12303382;3057;45943524;11657;5242498
Love Tonight - Edit;Love Tonight;Shouse;12/14/2017;USQY51798087;3213;450102131;176711;27362214
Praise God;Donda;Kanye West;8/29/2021;USUM72116287;1208;451323154;143071;22968843
Out of Time;The Highlights (Deluxe);The Weeknd;02/05/21;USUG12106689;2507;451878749;78793;18239674
ON;MAP OF THE SOUL : 7;BTS;2/21/2020;QM4TX2001949;1939;452491920;26714;19212443
Build a Bitch;Build a Bitch;Bella Poarch;5/14/2021;USWB12101016;682;452542081;81642;21651326
she's all i wanna be;she's all i wanna be;Tate McRae;02/04/22;USRC12103120;1324;452628341;58658;18026092
Low;SOS;SZA;12/09/22;USRC12204586;2178;452881574;59064;17662712
Remember;Club House;Becky Hill;4/23/2021;GBUM72102420;2529;453644642;78241;59982572
Satellite;Harry's House;Harry Styles;5/20/2022;USSM12200619;2373;455718141;51605;21294785
Cruise;Here's To The Good Times;Florida Georgia Line;01/01/12;USUM71207991;421;455780340;62047;17493880
On The Floor;VTM Kzoom Hits Best Of 2011;Jennifer Lopez;01/01/11;USUM71100721;2768;456241170;89265;34214641
I Hate U;I Hate U - Single;SZA;12/03/21;USRC12103605;956;456871037;71261;34724014
Cover Me Up;Cover Me Up;Morgan Wallen;04/05/19;QZ22S1800057;3499;457252350;58811;6992809
Buy Dirt;Buy Dirt;Jordan Davis;5/21/2021;USUM72104058;2007;457254811;51641;18836339
Control;Control;Zoe Wees;3/13/2020;GB2DY2000093;1407;457848626;81641;24075887
The Adults Are Talking;The New Abnormal;The Strokes;04/10/20;USRC11902726;2264;457933102;152115;30405327
Wiggle (feat. Snoop Dogg);Talk Dirty;Jason Derulo;09/10/13;USWB11400672;3568;458706557;7227;18270302
ANTIFRAGILE;ANTIFRAGILE;LE SSERAFIM;10/17/2022;USA2P2230329;1704;458713465;29686;8500191
Relationship (feat. Future);Beautiful Thugger Girls;Young Thug;6/16/2017;USAT21701747;410;458957128;89812;13215590
Coco Chanel;3MEN2 KBRN;Eladio Carrion;3/17/2023;QM4TX2344391;988;459282058;67717;32043186
Girls Want Girls (with Lil Baby);Certified Lover Boy;Drake;09/03/21;USUG12104399;1168;459480135;137691;22202207
How Do I Say Goodbye;How Do I Say Goodbye;Dean Lewis;08/05/22;AUUM72200172;639;459712644;8682;35269550
Black Swan;Black Swan;BTS;1/17/2020;QM4TW2013921;3342;459923962;28314;17354782
DARBA 9ADIYA;DARBA 9ADIYA;Moha K;4/28/2023;FR6F32300680;3196;46356684;18454;1574124
Bitch Let's Do It;Richest Opp;YoungBoy Never Broke Again;05/12/23;USUG12303290;16;46368950;20691;2569902
Butta My Bread;Butta My Bread - Single (feat. Lasmid) - Single;JZyNo;04/07/23;TCAGZ2348437;1729;46431158;23723;2774325
Little Things;Little Things;Jorja Smith;05/11/23;QM4TX2344810;338;46615691;29693;4972570
Sezen Aksu;#1 - EP;Lvbel C5;04/12/24;FRX282404289;1993;46650884;2613;5693826
Sin Querer;Sin Querer - Single;Fer Vazquez;12/14/2023;ARC082300049;172;46660424;4;10260168
Luminary;Luminary;Joel Sunny;09/01/23;AUGBT2300497;4515;46714864;9858;3121602
ART;TYLA;Tyla;03/01/24;USSM12308662;3507;46863836;3984;25998283
Skibidi;Antipositive, Pt. 2;Little Big;10/05/18;RUA591801291;3577;46872738;21343;1515150
"Not Ramaiya Vastavaiya (From ""Jawan"")";"Not Ramaiya Vastavaiya (From ""Jawan"")";Anirudh Ravichander;8/29/2023;INS182302435;4085;46879854;2866;999328
DEUTSCHLAND;DEUTSCHLAND;Rammstein;3/28/2019;DEUM71900524;4296;460008347;82329;13735008
(It Goes Like) Nanana - Edit;(It Goes Like) Nanana [Edit];Peggy Gou;6/15/2023;GBBKS2300080;105;460156070;163449;127827271
edamame (feat. Rich Brian);edamame;bbno$;7/24/2021;QMUY42100151;1117;460770585;137449;12880333
NI BIEN NI MAL;X 100PRE;Bad Bunny;12/23/2018;QM7281884659;3735;461199840;57617;14966162
The Bones;GIRL...The Bones;Maren Morris;2/22/2019;USG4X1800054;3556;461420009;32656;13523577
You Make It Easy;You Make It Easy;Jason Aldean;1/26/2018;QMRSZ1703136;2066;461456306;39872;6195765
my future;my future;Billie Eilish;7/30/2020;USUM72013019;4502;461892532;69326;20986678
HARLEY QUINN;HARLEY QUINN - Single;Fuerza Regida;10/18/2023;QZ9QQ2300781;301;462284590;31617;36745154
The Weekend - Funk Wav Remix;The Weekend (Funk Wav Remix);SZA;12/15/2017;USRC11702939;1909;463298197;63764;17642317
Smile (with The Weeknd);Legends Never Die;Juice WRLD;07/10/20;USUG12002597;3984;463970393;92879;13210421
Smokin Out The Window;Smokin Out The Window;Bruno Mars;11/05/21;USAT22105952;1121;463977298;100305;15798103
Country Girl (Shake It For Me);Tailgates & Tanlines;Luke Bryan;01/01/11;USCN11100078;453;464203349;69767;12116553
Carnival;Carnival Pack - EP;Kanye West;02/08/24;QZA742422174;3711;465320426;324;228188
Take My Breath - Single Version;Take My Breath;The Weeknd;08/05/21;USUG12102076;1085;465348362;89586;17062402
Players;Players;Coi Leray;11/30/2022;USUM72222387;230;465588517;91658;60607887
Diosa;Easy Money Baby;Myke Towers;1/24/2020;QM4TW2040256;2484;465811322;70596;17915387
Show Me How;Show Me How - Single;Men I Trust;2/28/2018;TCADM1873570;3965;466462034;145278;21911416
Maan Meri Jaan;Champagne Talk;King;10/12/22;INW272200083;621;467454503;25221;7852722
Ya No Somos Ni Seremos;Ya No Somos Ni Seremos;Christian Nodal;2/18/2022;MXF012200055;158;469278591;30545;19963782
Shirt;Shirt;SZA;10/28/2022;USRC12203632;598;469322271;68997;24096906
dangerous;dangerous;21 Savage;01/10/24;USSM12309167;3407;47098347;15845;17899427
Call Your Friends;Call Your Friends - Single;Rod Wave;8/18/2023;USQX92304741;2395;47296342;10429;2724041
Dame Tu Cosita (feat. Cutty Ranks);Dame Tu Cosita;El Chombo;4/15/2018;FR6Q11800035;2729;47325533;11423;1899926
Gitana (feat. Bryartz);Los Gangsters Tambien Lloran;Pablo Chill-E;3/29/2024;USLD91757183;3151;47329404;3965;62234428
Wunder;Wunder;AYLIVA;4/26/2024;DEA622401272;1336;47364546;3863;15268731
B.O.T.A. (Baddest Of Them All);B.O.T.A. (Baddest Of Them All) / Move To The;Eliza Rose;6/15/2022;QZAKB2166448;2397;47723324;34495;3089794
The Kind of Love We Make;The Kind of Love We Make;Luke Combs;6/17/2022;US6XF2200076;628;470340261;68177;14091711
No Se Va;No Se Va (En Vivo) - EP;Grupo Frontera;4/28/2022;QZHN72212529;973;582023797;48881;17367502
GOOBA;GOOBA;6ix9ine;05/08/20;QZA742002191;780;472027271;97766;8876147
Entre Nosotros;Entre Nosotros;Tiago PZK;07/08/21;ARGT32100004;2935;472107491;65462;8388402
Happiest Year;Feel Something (Deluxe);Jaymes Young;6/23/2017;USAT21903715;454;472408276;8422;23944018
Forever After All;What You See Ain't Always What You Get (Deluxe Edition);Luke Combs;10/23/2020;US6XF2000192;1217;472886929;66543;14596512
You're Somebody Else;Nothing Lasts Forever (And It's Fine);flora cash;4/21/2017;SEXCG1700102;4025;473059298;108732;25587455
Bangarang (feat. Sirah);Bangarang EP;Skrillex;12/23/2011;USAT21104243;3123;474420154;9765;16487753
EL AMOR DE SU VIDA;EL AMOR DE SU VIDA;Grupo Frontera;08/03/23;DGA062382895;171;474590289;24891;25915889
Numb;Meteora;Linkin Park;3/24/2003;USWB10300474;2472;1720830668;27081;75602131
Tadow;Tadow;Masego;10/06/17;QM24S1703810;1911;475786302;169485;31599668
512;Primer Dia de Clases;Mora;02/05/21;QM4TW2165662;2674;475820416;85784;28617350
Roses (with Juice WRLD feat. Brendon Urie);Roses (with Juice WRLD feat. Brendon Urie);benny blanco;12/05/18;USUM71820961;2772;475881575;74084;11532863
Give It To Me - Full Vocal Mix;Give It to Me (Full Vocal Mix) - Single;Matt Sassari;10/22/2021;GBHAD2102631;3153;476476352;98305;79758106
T-Shirt;T-Shirt;Migos;1/13/2017;QMCE31600872;442;476546062;81971;14843218
this is what falling in love feels like;this is what falling in love feels like (Ramengvrl Remix);JVKE;09/03/21;GBKPL2163189;1531;477620800;108333;12027452
Love Songs - Bonus;Love Songs;Kaash Paige;11/19/2018;QZES71881447;2031;478086665;80058;16908119
Ain't Your Mama;Ain't Your Mama;Jennifer Lopez;04/07/16;USSM11602625;3562;478791369;58453;15619408
Baila Conmigo (with Rauw Alejandro);Baila Conmigo (with Rauw Alejandro);Selena Gomez;1/29/2021;USUG12100193;3335;479276199;61386;12336155
What's Love Got to Do with It - 2023 Remaster;What's Love Got to Do with It (30th Anniversary Deluxe Edition);Tina Turner;4/26/2024;GBAYE2300351;36;479417905;7;1519
WORTH IT (feat. Don Toliver);WORTH IT (feat. Don Toliver);Offset;10/12/23;USUM72313166;105;48339964;2476;10056008
Case;Ghost;Diljit Dosanjh;9/29/2023;TCAHK2379738;3479;48353674;7078;4725307
Commas;Commas;Ayra Starr;02/01/24;USUG12400783;1689;48408512;6447;15113118
All The Parties (feat. Chief Keef);For All The Dogs;Drake;10/06/23;USUG12306081;4177;48556312;18674;2057602
Drums (Feat. Kim Petras);Drums (Feat. Kim Petras);James Hype;10/06/23;GBUM72308471;3434;48573000;12116;42703266
Ngozi;Trench to Triumph;Crayon;7/21/2023;US23A1567556;2928;48581084;11373;7780743
Million Dollar Baby (Vhs);Million Dollar Baby - Single;Tommy Richman;4/26/2024;QM24S2402634;445;48720820;5049;856394
We Don't Fight Anymore (feat. Chris Stapleton);We Don't Fight Anymore;Carly Pearce;6/16/2023;QZRD92302716;3171;48751057;4008;12574203
Grey;Grey - Single;Yung Filly;1/26/2024;GBAHT2400033;278;48858795;9713;6487656
52 Gaj Ka Daman;52 Gaj Ka Daman;Renuka Panwar;10/02/20;INV772001001;719;48929060;4295;619647
BED;BED;Joel Corry;2/26/2021;UK4ZF2100069;2512;480737112;91401;37879799
Birthday Sex;Jeremih (Edited Version);Jeremih;01/01/09;USUM70959630;4099;481414844;93752;22844956
Toda Remix - Remix;Toda (Remix);Alex Rose;06/01/18;QM4TX1838235;959;482021697;68578;13363939
In Da Getto;In Da Getto;J Balvin;07/02/21;QZM5U2100095;792;484375103;133279;27602101
223's (feat. 9lokknine);223's (feat. 9lokknine);YNW Melly;08/09/19;QMCE31902418;609;484542375;97431;11914330
Morado;Morado;J Balvin;01/09/20;USUM71924691;4553;485274842;6514;16620315
Love Is Gone - Acoustic;Love Is Gone (Acoustic);SLANDER;11/13/2019;CA5KR1969481;3993;486647778;83294;21025597
Me Too;Me Too;Meghan Trainor;05/05/16;USSM11601177;3105;486842946;65826;16050737
Better Days (NEIKED x Mae Muller x Polo G);Better Days (NEIKED x Mae Muller x Polo G);NEIKED;9/24/2021;GBUM72106057;165;487150595;9269;46125153
GO (feat. Juice WRLD);GO (feat. Juice WRLD);The Kid LAROI;06/12/20;USSM12003703;4146;488253341;108963;14479778
Favorito;Favorito;Camilo;3/26/2020;USSD12000055;2435;488713982;42311;12661251
Azul;Colores;J Balvin;3/19/2020;USUM72001731;2557;489654759;60072;13255516
SUBMARINER;SUBMARINER - Single;AKDO;3/29/2024;FRX202467703;309;49161062;3056;6115142
Barely Holdin' On;Barely Holdin' On;Polo G;8/18/2023;USSM12305651;3846;49246411;22225;4792493
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack];Arhbo (Music from the Fifa World Cup Qatar 2022 Official Soundtrack) [feat. FIFA Sound] - Single;Ozuna;8/19/2022;QZNMV2235460;3427;49549021;10601;3845428
No Me Conoce;No Me Conoce;Jhay Cortez;2/22/2019;USUM71900979;896;49585127;971;1428548
Kool-Aid;Kool-Aid;Bring Me The Horizon;01/05/24;GBARL2301975;3235;49756092;11905;10502401
I Know;I Know;Kanii;03/10/23;USWB12300650;3914;49939720;15725;2639765
X SI VOLVEMOS;X SI VOLVEMOS;KAROL G;02/03/23;USUM72222547;1887;491242756;37814;18470152
Hot N*gga;Hot N*gga;Bobby Shmurda;7/25/2014;USSM11405787;3851;491313680;122568;20199078
Numb;Numb;Marshmello;06/10/22;USRC12202117;1219;401066217;70661;51920160
NUMB;?;XXXTENTACION;3/16/2018;USUG11800453;4304;510136819;76921;16933150
obsessed;GUTS (spilled);Olivia Rodrigo;3/22/2024;USUG12305564;428;129968407;6621;69045774
No Te Contaron Mal;No Te Contaron Mal;Christian Nodal;09/07/18;MXUM71801874;2312;492542256;37141;12874966
Envy Me;Envy Me;Calboy;9/13/2018;USHM91813257;2759;492873992;866;11849689
Hide Away;Hide Away;Daya;4/22/2015;QM4ZV1500057;4327;493444344;48491;27331765
Obsessed;Obsessed;Riar Saab;9/29/2022;QMBZ92299094;3972;161366691;18781;6151558
If You Want Love;Perception;NF;10/06/17;USUM71708224;3877;493699616;78449;16977422
Bella y Sensual;Golden;Romeo Santos;7/21/2017;USSD11700316;3611;494373634;45589;20264304
Chica Ideal;Chica Ideal;Sebastian Yatra;10/16/2020;USUM72017740;3009;494889776;54042;14455796
ONLY;ONLY;LeeHi;8/27/2021;KRC712100039;3724;335212411;5034;7777287
Close Eyes;Close Eyes;DVRST;02/01/21;QZHN82186053;1448;495840131;118862;32562324
Shotta Flow [Remix];Shotta Flow (feat. Blueface) [Remix];NLE Choppa;6/20/2019;QZ85M1951467;272;496344788;114433;11312277
Si Te Pudiera Mentir;Simplemente Gracias;Calibre 50;8/16/2019;QM2EJ1500417;1444;497062969;39746;21866121
Only;Only;Nicki Minaj;10/28/2014;USCM51400340;4217;557775679;78471;21317084
Overseas;Overseas;D-Block Europe;11/18/2021;GB2DY2100828;2086;216354398;90545;5425432
TQM;TQM - Single;Fuerza Regida;5/19/2023;QZ9QQ2300371;869;497682165;40368;24948673
Drama (feat. Drake);Exis;Roy Woods;7/31/2015;USWB11508706;2932;497826683;86867;18364841
Took Her To The O;Took Her To The O;King Von;2/21/2020;USUYG1296663;772;497832707;156669;13464335
Don't Go Yet;Don't Go Yet;Camila Cabello;7/23/2021;USSM12104771;1791;499085551;64967;25228814
Tell Em;Tell Em;Cochise;5/28/2021;USSM12103018;1442;499262863;156928;20525072
overseas;overseas;Ken Carson;04/12/24;USUM72403587;1095;35980441;7297;7809196
DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH;DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH;DJ MANIKCI REMIX;8/16/2022;HKK972235335;381;5101261;1599;427725
Love seeker;Love seeker;JO1;05/11/24;JPN002400121;3111;5148212;132;4391205
Montagem Rave Eterno;Montagem Rave Eterno;Dj Samir;05/02/24;GXD7G2413058;101;5157486;470;2924720
Blinding Lights - Instrumental;Blinding Lights;The Weeknd;09/11/20;USUG12003586;3553;5191059;1333;1102247
House Of Lies;House Of Lies;Ikka;5/24/2024;INS182401441;4013;5200791;137;2965343
Sex Music;Sex Music;Tank;6/29/2010;USAT21001199;2638;5283089;920;403273
Earth Song;Earth Song - Single;Wizard Chan;12/24/2022;QZW9N2244606;1675;5408464;2127;61056
Pieces;Pieces;Danilo Stankovic;9/17/2020;QZAKB2006575;3367;5467217;2314;485008
Baby Songs;Baby Lullaby - Relaxing Piano Baby Lullabies Baby Songs and Nursery Rhymes for Baby Sleep and Newborn Natural Sleep Aid;Baby Lullaby;10/23/2014;USA2P1472414;2227;5484513;36;9217
Sabran;Sabran;AL SHAMI;02/10/24;LBA132400142;1801;5501185;613;980583
Every Night;Volcano;Jungle;08/11/23;QM4TX2336325;427;5503365;1424;893924
TRYNA MAKE SURE;TRYNA MAKE SURE;Moneybagg Yo;05/03/24;USUM72404717;3591;5588636;1252;7389987
Baklava;Baklava - Single;Gya;4/15/2024;ROGRA2400294;2189;5633595;418;286571
Baddies;Baddies - Single;Aitch;06/06/24;QM6MZ2489483;3315;5698784;846;15037150
Paint The Town Red;Paint The Town Red;Doja Cat;08/04/23;USRC12300907;21;1065399331;17089;121712197
Abejita Chiquitita;Las Canciones de Plim Plim Vol. 8;El Payaso Plim Plim;09/08/23;ARLIB2220027;1102;5741262;275;33239
Bakkal Amca;Bakkal Amca;Kukuli;05/10/21;QZHN62167502;3775;5755295;850;54262
Body (feat. Cash Cobain);Body (feat. Cash Cobain);A Boogie Wit da Hoodie;5/16/2024;USAT22402598;4302;5758887;1089;6768576
"Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")";"Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")";Himesh Reshammiya;02/12/23;INZ031412468;3638;5828713;790;115824
Dhaniya Ae Jaan;Dhaniya Ae Jaan;Pawan Singh;9/14/2023;ING642306994;2589;5842217;191;173325
Funny Song;Vintage Oddities, Vol. 4;Cavendish Music;8/15/2018;GBBGY1743613;1539;5866282;3514;462009
Move;Move - Single;Adam Port;06/07/24;DEEC33501508;459;5917083;1348;19711644
The Man He Sees in Me;The Man He Sees in Me;Luke Combs;06/06/24;US6XF2400108;2569;5942861;766;17968556
Main Sharabi;Main Sharabi;Rajeev Raja;12/06/20;INA2M2000029;3225;5984965;1054;63371
bread & butter;bread & butter - Single;Gunna;06/02/23;USAT22305917;3977;50098085;29986;3865630
La Vida Sin Ti;La Vida Sin Ti;Rels B;4/22/2024;UYB282476005;2581;50171337;3367;20131086
Fine Day Anthem;Fine Day Anthem;Skrillex;07/07/23;USAT22306616;419;50471076;29417;28537805
30 GRADOS RKT;30 GRADOS RKT;RUNE;06/08/24;QZNWU2434670;1422;50652672;2;1670163
30 GRADOS;30 Grados;El Turko;1/26/2024;QM4TW2445323;1662;50652672;5098;8000291
Pa Mi;Pa Mi;Dalex;9/20/2018;QM9WM1800095;4563;50739695;7202;909473
Lollipop - Remix;Lollipop (Remix);Darell;2/15/2024;USSD12300732;4044;50761385;6296;38839254
Midas Touch;Midas Touch;KISS OF LIFE;04/03/24;KRA382401544;1512;50824333;2846;15707891
"Saami Saami (From ""Pushpa The Rise Part - 01"")";"Saami Saami (From ""Pushpa The Rise Part - 01"")";Sunidhi Chauhan;12/13/2021;INS182116086;1957;50831625;3101;1472504
Una Vida Pasada;Una Vida Pasada;Camilo;04/02/24;USSD12400106;1249;50955386;2952;47126163
Techno Cumbia (Remasterizado 2024/30th Anniversary);Amor Prohibido (Remasterizado 2024/30th Anniversary);Selena;3/22/2024;USUM72402911;2256;50962805;12;74974
She Don't Give a Fo;Trapgentina, Vol. 1;Duki;12/07/17;QZ5FN1767793;4409;500565437;74725;14234889
Un Ratito;Un Verano Sin Ti;Bad Bunny;05/06/22;QM6MZ2214879;199;500671737;57541;10245525
21;THE GOAT;Polo G;5/15/2020;USQX92002597;2814;500766243;134529;11500707
Got It On Me;Shoot For The Stars Aim For The Moon;Pop Smoke;07/03/20;USUM72013361;2096;501468322;167938;19174702
Ex's & Oh's;Love Stuff (Japan Version);Elle King;01/01/14;USRC11401950;4466;501915477;87258;27223463
Trip;Trip;Ella Mai;08/03/18;USUM71810720;1747;502147027;6935;20445990
Sabor Fresa;Sabor Fresa;Fuerza Regida;6/22/2023;QZ9QQ2300457;668;502536183;37578;22883474
Matilda;Harry's House;Harry Styles;5/20/2022;USSM12200615;3003;502585349;64618;37636137
LALISA;LALISA;LISA;09/10/21;KRA402100098;839;502655066;33286;15876032
Amigos Con Derechos;Amigos Con Derechos;Reik;8/31/2018;MXF011800409;3203;503187980;36629;13318890
More Than My Hometown;More Than My Hometown;Morgan Wallen;4/17/2020;QZ22S1800117;2755;503296417;55067;8724047
Chemical;Chemical;Post Malone;4/14/2023;USUM72305205;250;503574147;79679;43648353
Let Me Know (I Wonder Why Freestyle);Sucker;Juice WRLD;07/01/19;USUG11903494;1231;503584339;12661;15066503
Imitadora;Imitadora;Romeo Santos;6/23/2017;USSD11700288;2823;503904686;47427;13586022
I Feel Like I'm Drowning;I Feel Like I'm Drowning;Two Feet;11/10/17;USUM71709320;327;503915156;116054;26974343
Reckless;Reckless;Madison Beer;06/04/21;USSM12102874;367;504851489;57183;22431648
What A Man Gotta Do;What A Man Gotta Do;Jonas Brothers;1/17/2020;USUG11904422;4104;505295731;47908;25022588
Say Something (feat. Chris Stapleton);Say Something;Justin Timberlake;1/25/2018;USRC11703503;3891;505748520;60774;17047156
You Know You Like It;You Know You Like It;DJ Snake;10/14/2014;USUM71414293;3465;506083686;88997;19591325
Soy Peor;Soy Peor;Bad Bunny;12/08/16;QZS1Z1649083;1672;507652985;55811;18606189
Caramelo;Caramelo;Ozuna;06/11/20;USXDR2000567;1795;508151972;68478;20213678
Only Human;Happiness Begins;Jonas Brothers;06/07/19;USUG11901281;2634;508463163;58919;15436258
Papercut;Papercuts;Linkin Park;04/12/24;USWB11201315;1177;497285757;130;484758
"Don't Give Up On Me - (From ""Five Feet Apart"")";"Don't Give Up On Me (From ""Five Feet Apart"")";Andy Grammer;2/13/2019;QMRSZ1802908;3463;509011250;72182;9700882
Baby Don't Hurt Me;Baby Don't Hurt Me - Single;David Guetta;04/07/23;UKWLG2300016;300;509231024;69486;142546135
Daisy;Daisy;Ashnikko;07/09/20;GBAYE2000596;2543;509353753;8758;20339605
OUT OUT (feat. Charli XCX & Saweetie);OUT OUT (feat. Charli XCX & Saweetie);Joel Corry;8/13/2021;UK4ZF2100518;2218;509445605;105947;68408965
Agora Hills;Scarlet;Doja Cat;9/22/2023;USRC12301954;99;509653100;66219;67521533
should've wore a bonnet;should've wore a bonnet;21 Savage;01/10/24;USSM12309170;32;51365907;12559;6817443
THE BOX MEDLEY FUNK 2;THE BOX MEDLEY FUNK 2;THE BOX;4/18/2024;BKF5C2400003;450;51390127;301;33303786
Water (Remix);Water (Remix) - Single;Tyla;11/17/2023;USSM12308549;3473;51588608;14616;7031379
300 Noches;300 Noches;Belinda;4/25/2024;MXF152301940;1937;51637997;209;37145336
Head Down;All Stand Together;Lost Frequencies;11/10/23;BEHP42300071;1698;51812189;8222;25527895
Somebody (2024);Somebody (2024);Gotye;02/09/24;GBUM72311281;2378;51862502;14144;76264974
Paradise;Mylo Xyloto;Coldplay;10/19/2011;GBAYE1101143;2873;1291954163;205567;85747045
Say It;Say It;Tory Lanez;7/31/2015;USUM71510633;2447;510138748;8301;18881944
Like That (feat. Gucci Mane);Hot Pink;Doja Cat;11/07/19;USRC11902288;1405;510302007;74416;19414789
Ch y la Pizza;Ch y la Pizza;Fuerza Regida;12/01/22;QZ9QQ2200104;123;511421362;37923;17851037
Vista Al Mar;Vista Al Mar;Quevedo;09/09/22;ZZOPM2239784;1303;511726944;74845;23960314
Hell N Back;Hell N Back (Sped Up);Bakar;8/14/2019;GBARL1900848;1975;512194074;18081;58052469
Say Yes To Heaven;Say Yes To Heaven (sim0ne & Melo Nada Remix);Lana Del Rey;3/17/2023;GBUM72304301;620;513353284;73253;71366345
Barking;Barking;Ramz;12/01/17;GBUM71706255;1726;514888081;137084;10305963
